Floyd,2010-2011,1528345,100.03,97.46,Transportation
Fluvanna,2010-2011,2414924,94.00,91.58,Transportation
Franklin,2010-2011,6032944,107.43,104.66,Transportation
Frederick,2010-2011,7672378,97.98,95.46,Transportation
Giles,2010-2011,1158848,67.04,65.32,Transportation
Gloucester,2010-2011,3743642,101.57,98.96,Transportation
Goochland,2010-2011,2430781,111.93,109.05,Transportation
Grayson,2010-2011,1702667,109.62,106.80,Transportation
Greene,2010-2011,1565851,85.09,82.90,Transportation
Greensville,2010-2011,1102864,90.08,87.77,Transportation
Halifax,2010-2011,4554786,125.68,122.45,Transportation
Hanover,2010-2011,8651858,86.64,84.41,Transportation
Henrico,2010-2011,23761503,77.42,75.43,Transportation
Henry,2010-2011,4909555,90.66,88.33,Transportation
Highland,,244516,105.35,102.64,Transportation
Isle of Wight,2010-2011,3162726,89.67,87.37,Transportation
James City,2010-2011,7432889,110.92,108.07,Transportation
King and Queen,2010-2011,1016454,146.36,142.60,Transportation
King George,2010-2011,2404342,101.95,99.33,Transportation
King William,2010-2011,1390520,87.26,85.02,Transportation
Lancaster,2010-2011,1238658,108.74,105.94,Transportation
Lee,2010-2011,2059118,80.48,78.41,Transportation
Loudoun,2010-2011,59576159,190.76,185.86,Transportation
Louisa,2010-2011,3900380,117.65,114.62,Transportation
Lunenburg,2010-2011,1278624,99.01,96.47,Transportation
Madison,2010-2011,1359608,102.16,99.54,Transportation
Mathews,2010-2011,809358,90.15,87.83,Transportation
Mecklenburg,2010-2011,2974703,90.89,88.56,Transportation
Middlesex,2010-2011,858039,78.30,76.28,Transportation
Montgomery,2010-2011,4528103,47.97,46.74,Transportation
Nelson,2010-2011,2258994,150.40,146.53,Transportation
New Kent,2010-2011,2326796,126.26,123.01,Transportation
Northampton,2010-2011,1149637,92.79,90.41,Transportation
Northumberland,2010-2011,1215370,98.57,96.04,Transportation
Nottoway,2010-2011,1282484,80.90,78.82,Transportation
Orange,2010-2011,4096882,122.36,119.22,Transportation
Page,2010-2011,2083136,86.65,84.42,Transportation
Patrick,2010-2011,1967218,106.39,103.66,Transportation
Pittsylvania,2010-2011,5667912,89.25,86.96,Transportation
Powhatan,2010-2011,3250551,115.90,112.92,Transportation
Prince Edward,2010-2011,1635355,69.98,68.18,Transportation
Prince George,2010-2011,4158179,116.39,113.40,Transportation
Prince William,2010-2011,50221000,124.93,121.72,Transportation
Pulaski,2010-2011,2214333,63.50,61.87,Transportation
Rappahannock,2010-2011,928277,125.90,122.67,Transportation
Richmond,2010-2011,816852,88.27,86.00,Transportation
Roanoke,2010-2011,6531959,70.71,68.89,Transportation
Rockbridge,2010-2011,1874305,84.02,81.86,Transportation
Rockingham,2010-2011,8214797,107.64,104.88,Transportation
Russell,2010-2011,2459017,85.10,82.91,Transportation
Scott,2010-2011,1595986,68.86,67.09,Transportation
Shenandoah,2010-2011,3554386,84.64,82.47,Transportation
Smyth,2010-2011,2180818,67.71,65.97,Transportation
Southampton,2010-2011,2850362,153.49,149.55,Transportation
Spotsylvania,2010-2011,17081676,139.56,135.97,Transportation
Stafford,2010-2011,13266241,102.87,100.23,Transportation
Surry,2010-2011,1154556,163.58,159.38,Transportation
Sussex,2010-2011,1965498,162.61,158.43,Transportation
Tazewell,2010-2011,3218748,71.40,69.57,Transportation
Warren,2010-2011,2368175,63.03,61.41,Transportation
Washington,2010-2011,4806379,87.59,85.33,Transportation
Westmoreland,2010-2011,1720750,98.59,96.05,Transportation
Wise,2010-2011,2686107,64.80,63.13,Transportation
Wythe,2010-2011,2418586,82.73,80.60,Transportation
York,2010-2011,7096665,108.41,105.62,Transportation
Alexandria,2009-2010,8253438,58.23,81.29,Transportation
Bedford,2009-2010,496375,81.59,113.91,Transportation
Bristol,2009-2010,588897,33.10,46.20,Transportation
Buena Vista,2009-2010,321206,49.02,68.43,Transportation
Charlottesville,2009-2010,2297628,56.99,79.56,Transportation
Chesapeake,2009-2010,22143367,100.67,140.54,Transportation
Colonial Heights,2009-2010,783523,44.42,62.02,Transportation
Covington,2009-2010,253244,42.51,59.35,Transportation
Danville,2009-2010,3171474,70.12,97.89,Transportation
Emporia,2009-2010,794351,135.53,189.21,Transportation
Fairfax,2009-2010,1870023,75.70,105.69,Transportation
Falls Church,2009-2010,836450,71.42,99.71,Transportation
Franklin,2009-2010,629673,75.30,105.12,Transportation
Fredericksburg,2009-2010,1196074,52.23,72.91,Transportation
Galax,2009-2010,518151,76.22,106.41,Transportation
Hampton,2009-2010,11617986,80.26,112.05,Transportation
Harrisonburg,2009-2010,2382756,50.81,70.93,Transportation
Hopewell,2009-2010,995643,42.68,59.59,Transportation
Lexington,2009-2010,-,-,-,Transportation
Lynchburg,2009-2010,3508602,48.48,67.68,Transportation
Manassas,2009-2010,3462632,95.62,133.49,Transportation
Manassas Park,2009-2010,1894387,135.06,188.55,Transportation
Martinsville,2009-2010,829769,55.91,78.05,Transportation
Newport News,2009-2010,18395786,100.75,140.65,Transportation
Norfolk,2009-2010,10505594,44.18,61.68,Transportation
Norton,2009-2010,283388,69.90,97.59,Transportation
Petersburg,2009-2010,2342845,76.78,107.19,Transportation
Poquoson,2009-2010,904605,76.14,106.29,Transportation
Portsmouth,2009-2010,7284758,74.24,103.64,Transportation
Radford,2009-2010,345107,22.79,31.82,Transportation
Richmond,2009-2010,9958431,50.27,70.18,Transportation
Roanoke,2009-2010,8849331,94.84,132.41,Transportation
Salem,2009-2010,1426359,56.68,79.13,Transportation
Staunton,2009-2010,842429,35.89,50.10,Transportation
Suffolk,2009-2010,9982850,120.27,167.90,Transportation
Virginia Beach,2009-2010,31595392,72.73,101.54,Transportation
Waynesboro,2009-2010,952952,46.01,64.23,Transportation
Williamsburg,2009-2010,595506,43.88,61.26,Transportation
Winchester,2009-2010,1632713,61.89,86.40,Transportation
Accomack,2009-2010,2818623,71.21,69.87,Transportation
Albemarle,2009-2010,8755287,91.92,90.18,Transportation
Alleghany,2009-2010,1777436,105.27,103.28,Transportation
Amelia,2009-2010,1357554,103.26,101.30,Transportation
Amherst,2009-2010,2740318,83.45,81.87,Transportation
Appomattox,2009-2010,1187315,81.05,79.52,Transportation
Arlington,2009-2010,12358151,58.28,57.18,Transportation
Augusta,2009-2010,6172659,85.60,83.98,Transportation
Bath,2009-2010,761361,160.44,157.41,Transportation
Bedford,2009-2010,6785401,101.49,99.57,Transportation
Bland,2009-2010,662781,93.07,91.31,Transportation
Botetourt,2009-2010,3446395,103.50,101.54,Transportation
Brunswick,2009-2010,1944087,105.06,103.07,Transportation
Buchanan,2009-2010,2470532,100.46,98.56,Transportation
Buckingham,2009-2010,2155901,128.22,125.79,Transportation
Campbell,2009-2010,4667769,87.68,86.02,Transportation
Caroline,2009-2010,2573264,91.10,89.38,Transportation
Carroll,2009-2010,2520237,83.18,81.60,Transportation
Charles City,2009-2010,844579,120.79,118.50,Transportation
Charlotte,2009-2010,1739380,137.26,134.66,Transportation
Chesterfield,2009-2010,26784198,87.08,85.43,Transportation
Clarke,2009-2010,1151460,79.57,78.06,Transportation
Craig,2009-2010,501894,96.32,94.50,Transportation
Culpeper,2009-2010,4285437,89.39,87.70,Transportation
Cumberland,2009-2010,1407704,140.84,138.17,Transportation
Dickenson,2009-2010,1834846,111.35,109.24,Transportation
Dinwiddie,2009-2010,2933414,107.81,105.77,Transportation
Essex,2009-2010,1020873,92.78,91.03,Transportation
Fairfax,2009-2010,101789782,98.21,96.35,Transportation
Fauquier,2009-2010,8814344,130.19,127.73,Transportation
Floyd,2009-2010,1570402,101.85,99.92,Transportation
Fluvanna,2009-2010,2213381,83.05,81.48,Transportation
Franklin,2009-2010,5866936,109.76,107.69,Transportation
Frederick,2009-2010,7828017,103.90,101.93,Transportation
Giles,2009-2010,1290017,77.49,76.02,Transportation
Gloucester,2009-2010,4580547,124.99,122.63,Transportation
Goochland,2009-2010,2250939,104.98,103.00,Transportation
Grayson,2009-2010,1505617,92.69,90.94,Transportation
Greene,2009-2010,1570474,86.71,85.07,Transportation
Greensville,2009-2010,1139318,91.51,89.78,Transportation
Halifax,2009-2010,4158723,115.26,113.08,Transportation
Hanover,2009-2010,9241650,93.71,91.93,Transportation
Henrico,2009-2010,24560198,82.84,81.27,Transportation
Henry,2009-2010,4757775,88.44,86.77,Transportation
Highland,2009-2010,288877,127.12,124.71,Transportation
Isle of Wight,2009-2010,2867896,81.99,80.44,Transportation
James City,2009-2010,7250419,113.83,111.68,Transportation
King and Queen,2009-2010,943724,141.38,138.70,Transportation
King George,2009-2010,2472374,103.48,101.53,Transportation
King William,2009-2010,1444978,89.28,87.59,Transportation
Lancaster,2009-2010,1095094,92.88,91.12,Transportation
Lee,2009-2010,2143724,83.76,82.17,Transportation
Loudoun,2009-2010,55032525,184.60,181.11,Transportation
Louisa,2009-2010,3972334,120.64,118.36,Transportation
Lunenburg,2009-2010,1209275,91.14,89.42,Transportation
